"Time of Day","Process Name","PID","Operation","Path","Detail"
"8:02:27.4174216 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\AppHostRegistrationVerifier.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4181919 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4187578 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4192620 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4198740 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\wscproxystub.dll","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Open For Backup, Open No Recall, Disallow Exclusive, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4199694 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4204968 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4209304 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4215117 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4223769 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4228777 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Read Data/List Directory, Read Attributes, Read Control, Synchronize, Disposition: Open, Options: Open For Backup, Open Requiring Oplock, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4228923 AM","svchost.exe","7960","TCP Receive","MSEDGEWIN10.campus.nist.gov:49803 -> a23-0-205-40.deploy.static.akamaitechnologies.com:https","Length: 258, seqnum: 0, connid: 0"
"8:02:27.4230886 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\CleanupTemporaryState","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Complete If Oplocked, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4256432 AM","svchost.exe","7960","TCP Send","MSEDGEWIN10.campus.nist.gov:49803 -> a23-0-205-40.deploy.static.akamaitechnologies.com:https","Length: 528, startime: 14511, endtime: 14511, seqnum: 0, connid: 0"
"8:02:27.4256667 AM","svchost.exe","8276","RegCreateKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","Desired Access: Query Value, Disposition: REG_OPENED_EXISTING_KEY"
"8:02:27.4259926 AM","svchost.exe","8276","RegCreateKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","Desired Access: Query Value, Disposition: REG_OPENED_EXISTING_KEY"
"8:02:27.4263168 AM","svchost.exe","8276","RegCreateKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","Desired Access: Query Value, Disposition: REG_OPENED_EXISTING_KEY"
"8:02:27.4266299 AM","svchost.exe","8276","RegCreateKey","HKLM\Software\Microsoft\Windows\CurrentVersion\Policies\System","Desired Access: Query Value, Disposition: REG_OPENED_EXISTING_KEY"
"8:02:27.4357042 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4377409 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4381951 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4396616 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4404225 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4618289 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4621895 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4625924 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4631659 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4635632 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4639242 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4642950 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4648147 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4653232 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Read Data/List Directory, Read Attributes, Read Control, Synchronize, Disposition: Open, Options: Open For Backup, Open Requiring Oplock, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4655289 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\applicationdata\DsSvcCleanup","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Complete If Oplocked, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4741645 AM","svchost.exe","6880","UDP Send","MSEDGEWIN10:63151 -> 239.255.255.250:ssdp","Length: 137, seqnum: 0, connid: 0"
"8:02:27.4743620 AM","svchost.exe","6880","UDP Receive","239.255.255.250:ssdp -> MSEDGEWIN10:63151","Length: 137, seqnum: 0, connid: 0"
"8:02:27.4746755 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4753821 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4783293 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4803591 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4822590 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4832358 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\dstokenclean.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4839530 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4844838 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4849509 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4853229 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4860171 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4864589 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4868220 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4872985 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4878669 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4885495 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Read Data/List Directory, Read Attributes, Read Control, Synchronize, Disposition: Open, Options: Open For Backup, Open Requiring Oplock, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4888758 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\AppxDeploymentClient\Pre-staged app cleanup","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Complete If Oplocked, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.4907281 AM","svchost.exe","6880","UDP Send","MSEDGEWIN10:63151 -> 239.255.255.250:ssdp","Length: 137, seqnum: 0, connid: 0"
"8:02:27.4909364 AM","svchost.exe","6880","UDP Receive","239.255.255.250:ssdp -> MSEDGEWIN10:63151","Length: 137, seqnum: 0, connid: 0"
"8:02:27.4991147 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5002755 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5006553 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5012806 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5018019 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5213650 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\AppXDeploymentClient.dll","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5228547 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\AppXDeploymentClient.dll","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5233294 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\AppXDeploymentClient.dll","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5239851 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\AppXDeploymentClient.dll","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5245872 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\SysWOW64\AppXDeploymentClient.dll","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5250996 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5255598 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5259734 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5263836 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5269006 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5273031 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5276743 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5281871 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5288381 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5293192 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Read Data/List Directory, Read Attributes, Read Control, Synchronize, Disposition: Open, Options: Open For Backup, Open Requiring Oplock, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5295190 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\Tasks\Microsoft\Windows\Autochk\Proxy","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Complete If Oplocked, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5365909 AM","MsMpEng.exe","2704","CreateFile","C:\Users\IEUser\AppData\Local\Temp\procmon64.exe","Desired Access: Read Attributes, Disposition: Open, Options: Non-Directory File, Open For Backup, Open Reparse Point, Open Requiring Oplock, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5373453 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\StorageUsage.dll","Desired Access: Read Attributes, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Complete If Oplocked, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5379821 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\StorageUsage.dll","Desired Access: Read Attributes, Synchronize, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Open By ID, Open For Backup, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: 0, OpenResult: Opened"
"8:02:27.5395052 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"8:02:27.5399799 AM","MsMpEng.exe","2704","CreateFile","C:\Windows\System32\rundll32.exe","Desired Access: Read Attributes, Disposition: Open, Options: Open For Backup, Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
